Pos_highlight_exo,Pos_cue_exo,correctresp_exo,Image_arrow,Pos_highlight_endo,correctresp_endo,exoType,endoType,n,Arrow.started_mean,Arrow.started_raw,,,,Arrow.started_std,Arrow.stopped_raw,,,,Fixation.started_mean,Fixation.started_raw,,,,Fixation.started_std,Fixation.stopped_raw,,,,cross_cue_2.started_raw,,,,cross_cue_2.stopped_raw,,,,fixationPoint.started_mean,fixationPoint.started_raw,,,,fixationPoint.started_std,fixationPoint.stopped_raw,,,,rect_left_2.started_mean,rect_left_2.started_raw,,,,rect_left_2.started_std,rect_left_2.stopped_raw,,,,rect_right_2.started_mean,rect_right_2.started_raw,,,,rect_right_2.started_std,rect_right_2.stopped_raw,,,,resp_stimuli_2.corr_mean,resp_stimuli_2.corr_raw,,,,resp_stimuli_2.corr_std,resp_stimuli_2.keys_raw,,,,resp_stimuli_2.rt_mean,resp_stimuli_2.rt_raw,,,,resp_stimuli_2.rt_std,resp_stimuli_2.started_mean,resp_stimuli_2.started_raw,,,,resp_stimuli_2.started_std,resp_stimuli_2.stopped_raw,,,,order,,,
"[-7, 0]","[-7, 0]","left",leftArrow.png,"[-7, 0]","left",valid,valid,4.0,93.58139038085938,80.24751281738281, 83.53073120117188, 102.23197174072266, 108.31534576416016,13.792873037970642,'80.54802', '83.8311', , 108.61605459998827,94.06094360351562,80.84759521484375, 84.14835357666016, 102.31568145751953, 108.93214416503906,13.688746227714601,, , , ,'80.54802', '83.8311', , 108.61605459998827,, 84.13133420000668, , 108.915147599997,93.29531860351562,79.95278930664062, 83.24790954589844, 101.9487075805664, 108.03187561035156,13.796385637947896,, , , ,93.48140716552734,80.14763641357422, 83.43067169189453, 102.1319808959961, 108.21533203125,13.792844688963648,, 84.13133420000668, , 108.915147599997,93.48140716552734,80.14763641357422, 83.43067169189453, 102.1319808959961, 108.21533203125,13.792844688963648,, 84.13133420000668, , 108.915147599997,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , 'right', ,0.05517840012907982,, , 0.05517840012907982, ,0.0,93.58139038085938,80.24751281738281, 83.53073120117188, 102.23197174072266, 108.31534576416016,13.792873037970642,, 84.13133420000668, , 108.915147599997,6.0, 9.0, 26.0, 32.0
"[7, 0]","[7, 0]","right",rightArrow.png,"[7, 0]","right",valid,valid,4.0,90.29988861083984,73.73810577392578, 84.63151550292969, 97.83131408691406, 104.99861907958984,13.894820995874683,'74.04787', '84.93158', '98.13189', 105.29878149999422,90.89002990722656,74.24823760986328, 85.24773406982422, 98.44868469238281, 105.61546325683594,13.937436429514829,, , , ,'73.96439', '84.93158', '98.13189', 105.29878149999422,, 85.23158560000593, 98.43195669999113, 105.59916829998838,89.99699401855469,73.37608337402344, 84.34812927246094, 97.5484848022461, 104.71527099609375,13.926198737354541,, , , ,90.18122863769531,73.56392669677734, 84.53047180175781, 97.73184967041016, 104.89866638183594,13.924566161367009,, 85.23158560000593, 98.43195669999113, 105.59916829998838,90.18122863769531,73.56392669677734, 84.53047180175781, 97.73184967041016, 104.89866638183594,13.924566161367009,, 85.23158560000593, 98.43195669999113, 105.59916829998838,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,90.29988861083984,73.73810577392578, 84.63151550292969, 97.83131408691406, 104.99861907958984,13.894820995874683,, 85.23158560000593, 98.43195669999113, 105.59916829998838,0.0, 10.0, 22.0, 29.0
"[-7, 0]","[-7, 0]","left",leftArrow.png,"[-7, 0]","left",valid,valid,4.0,91.37747192382812,75.84805297851562, 89.0316162109375, 94.53189086914062, 106.09832763671875,12.560783462919069,'76.14774', '89.33127', '94.83124', 106.39913790000719,91.99007415771484,76.44825744628906, 89.64828491210938, 95.14839935302734, 106.71537017822266,12.567702050538331,, , , ,'76.14774', '89.33127', '94.83124', 106.39913790000719,, 89.63153839998995, 95.13171779998811, ,91.0909423828125,75.55233001708984, 88.74834442138672, 94.24810791015625, 105.81501770019531,12.565857545747722,, , , ,91.27784729003906,75.74848175048828, 88.93170166015625, 94.43201446533203, 105.99922180175781,12.560961102580004,, 89.63153839998995, 95.13171779998811, ,91.27784729003906,75.74848175048828, 88.93170166015625, 94.43201446533203, 105.99922180175781,12.560961102580004,, 89.63153839998995, 95.13171779998811, ,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,91.37747192382812,75.84805297851562, 89.0316162109375, 94.53189086914062, 106.09832763671875,12.560783462919069,, 89.63153839998995, 95.13171779998811, 106.69913990001078,2.0, 14.0, 19.0, 30.0
"[7, 0]","[7, 0]",right,rightArrow.png,"[7, 0]",right,valid,valid,4.0,91.37791442871094,74.73322296142578, 85.73152923583984, 95.63204193115234, 109.41486358642578,14.746260040118736,'75.04683', '86.03186', '95.93316', 109.71551790001104,91.99383544921875,75.34746551513672, 86.34811401367188, 96.24771118164062, 110.03202819824219,14.747289682151917,, , , ,'75.02995', '86.03186', '95.93316', 109.71551790001104,75.33148190000793, 86.33152330000303, , 110.01604630000656,91.09423828125,74.44779968261719, 85.44854736328125, 95.3485336303711, 109.13209533691406,14.747215104751254,, , , ,91.27748107910156,74.63153839111328, 85.63158416748047, 95.53196716308594, 109.3148422241211,14.746870954241107,75.33148190000793, 86.33152330000303, 96.2320131000015, 110.01604630000656,91.27748107910156,74.63153839111328, 85.63158416748047, 95.53196716308594, 109.3148422241211,14.746870954241107,75.33148190000793, 86.33152330000303, 96.2320131000015, 110.01604630000656,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,91.37791442871094,74.73322296142578, 85.73152923583984, 95.63204193115234, 109.41486358642578,14.746260040118736,, 86.33152330000303, 96.2320131000015, 110.01604630000656,1.0, 11.0, 20.0, 33.0
"[-7, 0]","[-7, 0]","left",leftArrow.png,"[-7, 0]","left",valid,valid,4.0,93.29826354980469,82.431640625, 87.93156433105469, 98.9312515258789, 103.89859771728516,9.848563216619862,'82.73117', '88.23197', '99.23201', 104.19853180000791,93.91455078125,83.04715728759766, 88.54753112792969, 99.54859161376953, 104.51492309570312,9.849119260328568,, , , ,'82.73117', '88.23197', '99.23201', 104.19853180000791,83.03068269998766, 88.53168869999354, 99.53186690001166, 104.498425400001,93.01499938964844,82.14795684814453, 87.6480941772461, 98.64847564697266, 103.61548614501953,9.848902804380478,, , , ,93.19841766357422,82.3311767578125, 87.83148956298828, 98.8323974609375, 103.79862213134766,9.84897465486334,83.03068269998766, 88.53168869999354, 99.53186690001166, 104.498425400001,93.19841766357422,82.3311767578125, 87.83148956298828, 98.8323974609375, 103.79862213134766,9.84897465486334,83.03068269998766, 88.53168869999354, 99.53186690001166, 104.498425400001,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,93.29826354980469,82.431640625, 87.93156433105469, 98.9312515258789, 103.89859771728516,9.848563216619862,83.03068269998766, 88.53168869999354, 99.53186690001166, 104.498425400001,8.0, 13.0, 23.0, 28.0
"[7, 0]","[7, 0]",right,rightArrow.png,"[7, 0]",right,valid,valid,4.0,92.74830627441406,76.93132019042969, 91.23168182373047, 100.0313949584961, 102.79882049560547,11.640925155043035,'77.23202', '91.53151', '100.33193', 103.0986746000126,93.36456298828125,77.54640197753906, 91.84835052490234, 100.64884185791016, 103.41468811035156,11.641575661047218,, , , ,'77.23202', '91.53151', '100.33193', 103.0986746000126,, 91.83186440001009, 100.63192960000015, 103.39863020001212,92.46489715576172,76.64805603027344, 90.9476089477539, 99.74874114990234, 102.5151596069336,11.640973403793899,, , , ,92.64845275878906,76.8314208984375, 91.13179779052734, 99.93197631835938, 102.69862365722656,11.640939104367042,, 91.83186440001009, 100.63192960000015, 103.39863020001212,92.64845275878906,76.8314208984375, 91.13179779052734, 99.93197631835938, 102.69862365722656,11.640939104367042,, 91.83186440001009, 100.63192960000015, 103.39863020001212,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,92.74830627441406,76.93132019042969, 91.23168182373047, 100.0313949584961, 102.79882049560547,11.640925155043035,, 91.83186440001009, 100.63192960000015, 103.39863020001212,3.0, 16.0, 24.0, 27.0
"[7, 0]","[-7, 0]","left",rightArrow.png,"[7, 0]","left",invalid,invalid,4.0,94.12752532958984,79.13178253173828, 90.13147735595703, 96.73189544677734, 110.51494598388672,13.117049984340571,'79.43078', '90.43162', '97.03139', 110.81553930000518,94.74457550048828,79.74851989746094, 90.74835205078125, 97.34847259521484, 111.1329574584961,13.117556032413935,, , , ,'79.43078', '90.43162', '97.03139', 110.81553930000518,79.73107569999411, 90.73160410000128, 97.33154799998738, 111.11490220000269,93.84413146972656,78.848388671875, 89.84764099121094, 96.4485855102539, 110.23190307617188,13.11724662773426,, , , ,94.02732849121094,79.03076171875, 90.03145599365234, 96.63220977783203, 110.41490173339844,13.117443542386262,79.73107569999411, 90.73160410000128, 97.33154799998738, 111.11490220000269,94.02732849121094,79.03076171875, 90.03145599365234, 96.63220977783203, 110.41490173339844,13.117443542386262,79.73107569999411, 90.73160410000128, 97.33154799998738, 111.11490220000269,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,94.12752532958984,79.13178253173828, 90.13147735595703, 96.73189544677734, 110.51494598388672,13.117049984340571,79.73107569999411, 90.73160410000128, 97.33154799998738, 111.11490220000269,5.0, 15.0, 21.0, 34.0
"[-7, 0]","[7, 0]",right,leftArrow.png,"[-7, 0]",right,invalid,invalid,4.0,94.4024429321289,78.0313720703125, 86.83155059814453, 101.13194274902344, 111.61490631103516,14.909565556505102,'78.33154', '87.13154', '101.43161', 111.9154767,95.01924133300781,78.64806365966797, 87.44817352294922, 101.74850463867188, 112.23225402832031,14.909810158443921,, , , ,'78.33154', '87.13154', '101.43161', 111.9154767,78.63073619999341, 87.43174619998899, 101.73443700000644, 112.2156118999992,94.11921691894531,77.74830627441406, 86.54834747314453, 100.84789276123047, 111.33230590820312,14.909619832390618,, , , ,94.30292510986328,77.93158721923828, 86.73233032226562, 101.03215789794922, 111.515625,14.909663769863917,78.63073619999341, 87.43174619998899, 101.73443700000644, 112.2156118999992,94.30292510986328,77.93158721923828, 86.73233032226562, 101.03215789794922, 111.515625,14.909663769863917,78.63073619999341, 87.43174619998899, 101.73443700000644, 112.2156118999992,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,94.4024429321289,78.0313720703125, 86.83155059814453, 101.13194274902344, 111.61490631103516,14.909565556505102,78.63073619999341, 87.43174619998899, 101.73443700000644, 112.2156118999992,4.0, 12.0, 25.0, 35.0
"[-7, 0]","[7, 0]",right,doubleSidedArrow.png,"[7, 0]",right,invalid,neutral,4.0,93.57748413085938,81.33245086669922, 92.33160400390625, 93.43058013916016, 107.21529388427734,10.606672311715316,'81.64822', '92.631226', '93.73204', 107.51544779998949,94.1942367553711,81.9485855102539, 92.94852447509766, 94.04838562011719, 107.83145904541016,10.606646938655295,, , , ,'81.64822', '92.631226', '93.73204', 107.51544779998949,, 92.93172970000887, 94.03186469999491, 107.8156161000079,93.29203033447266,81.05491638183594, 92.04823303222656, 93.14727020263672, 106.91768646240234,10.598324553614562,, , , ,93.48155212402344,81.2476806640625, 92.2314453125, 93.33137512207031, 107.11570739746094,10.600992423529402,, 92.93172970000887, 94.03186469999491, 107.8156161000079,93.48155212402344,81.2476806640625, 92.2314453125, 93.33137512207031, 107.11570739746094,10.600992423529402,, 92.93172970000887, 94.03186469999491, 107.8156161000079,0.0,0.0, 0.0, 0.0, 0.0,0.0,, , , ,,, , , ,,93.57748413085938,81.33245086669922, 92.33160400390625, 93.43058013916016, 107.21529388427734,10.606672311715316,81.9316070000059, 92.93172970000887, 94.03186469999491, 107.8156161000079,7.0, 17.0, 18.0, 31.0

extraInfo
participant,Ayesha_r
Session,001
date,2019_Oct_09_2027
expName,Assignment2_psychology
psychopyVersion,3.2.3
frameRate,60.01151020797405
